#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
712,Stephen Jones,COL,RP,R,22.1,0.0,0.0,96.5,22.1,1.0,1.1,0,2,5.22,5.79,1.54,17.6,10.0,24.1,1.2,11.2,12.1,3,42.8,35.8,21.3,0.326,682240
713,Zach Brzykcy,WSH,RP,R,22.1,0.0,0.0,96.4,22.1,1.0,1.2,0,2,4.53,4.83,1.44,21.5,10.7,21.2,1.2,11.0,11.8,3,40.5,38.2,21.3,0.302,694350
714,Jeremiah Estrada,SD,RP,R,24.3,0.0,0.0,95.9,21.9,1.0,1.1,0,2,4.32,4.48,1.40,24.4,11.7,19.0,1.0,10.8,11.5,3,34.8,45.2,20.0,0.280,669093
715,Clayton Andrews,NYY,RP,L,24.3,0.0,0.0,94.4,21.9,1.1,1.0,0,7,3.94,4.23,1.37,23.3,9.9,20.2,0.9,9.6,10.4,3,43.8,36.2,20.0,0.298,677076
716,Zach Neal,FA,RP,R,19.8,0.0,0.0,69.2,21.8,1.0,1.1,0,2,4.67,4.86,1.34,15.4,5.4,23.9,1.0,11.3,12.1,4,41.5,37.9,20.5,0.297,11294
717,Garrett Hill,DET,RP,R,19.8,0.0,0.0,95.4,21.8,1.0,1.1,0,3,4.44,4.53,1.37,20.4,9.2,20.7,1.2,10.9,11.6,3,39.8,39.8,20.4,0.292,682051
718,Connor Seabold,FA,SP,R,8.7,2.5,0.9,64.2,21.3,1.1,1.3,0,1,4.80,4.91,1.32,17.8,6.0,22.1,1.3,11.4,12.0,4,34.1,46.0,19.9,0.290,657756
719,Forrest Whitley,HOU,RP,R,21.3,0.0,0.0,92.8,21.3,1.1,1.0,0,2,4.31,4.62,1.43,21.1,9.5,20.9,1.1,10.2,11.0,3,43.9,34.8,21.3,0.305,666215
720,Roddery Munoz,MIA,RP,R,21.1,0.0,0.0,92.2,21.1,1.0,1.1,0,2,4.48,4.79,1.45,18.9,9.2,21.3,0.9,10.4,11.2,3,44.2,34.5,21.3,0.310,682610
721,Peyton Battenfield,NYM,RP,R,14.2,1.2,0.5,84.8,20.8,2.4,3.8,0,0,4.86,5.53,1.52,14.4,6.2,25.4,0.7,11.5,12.3,4,39.3,40.3,20.4,0.289,685410
722,Michael Rucker,PHI,RP,R,20.5,0.0,0.0,88.1,20.5,1.0,1.0,0,2,4.36,4.54,1.38,18.2,8.0,20.3,0.9,9.9,10.6,3,44.3,35.7,20.0,0.298,621074
723,Matt Krook,BAL,RP,L,20.5,0.0,0.0,89.3,20.5,1.1,1.0,0,2,3.82,4.48,1.47,19.6,10.4,19.8,0.9,8.7,9.6,2,50.7,28.4,20.9,0.316,640454
724,Taylor Lehman,PHI,RP,L,20.5,0.0,0.0,90.2,20.5,1.0,1.0,0,2,4.63,5.16,1.51,17.2,9.9,21.1,0.9,10.4,11.2,3,43.0,35.6,21.4,0.305,656647
725,Jake Cousins,CHW,RP,R,20.5,0.0,0.0,88.8,20.5,1.0,1.1,0,2,4.18,4.50,1.43,21.0,10.4,19.0,1.2,9.5,10.3,3,44.5,35.4,20.1,0.296,664776
726,Anthony Misiewicz,NYY,RP,L,20.5,0.0,0.0,88.2,20.5,1.0,1.0,0,2,4.23,4.44,1.35,19.3,7.6,20.0,0.7,9.6,10.4,3,40.1,39.9,20.1,0.290,664948
727,Wil Jensen,SF,RP,R,20.5,0.0,0.0,68.3,20.5,0.9,1.1,0,2,4.59,4.80,1.40,17.1,7.4,21.2,0.9,10.8,11.5,3,38.8,39.9,21.2,0.298,669192
728,Erik Sabrowski,CLE,RP,L,20.5,0.0,0.0,90.2,20.5,1.0,1.0,0,2,4.24,4.74,1.47,20.9,10.3,19.8,0.9,9.7,10.5,3,42.1,36.6,21.3,0.305,681870
729,Justin Yeager,MIL,RP,R,20.5,0.0,0.0,90.6,20.5,1.0,1.1,0,2,4.61,5.00,1.50,20.7,10.6,20.1,0.9,10.4,11.1,3,40.7,38.0,21.4,0.302,687866
730,Hayden Juenger,TOR,RP,R,20.5,0.0,0.0,87.9,20.5,1.0,1.0,0,2,4.24,4.46,1.34,20.7,8.2,19.3,0.9,9.8,10.5,3,37.3,41.6,21.2,0.289,696522
731,Andre Granillo,STL,RP,R,20.5,0.0,0.0,90.6,20.5,1.0,1.1,0,2,4.85,5.25,1.50,18.7,10.7,20.0,0.8,11.2,11.9,3,35.6,43.0,21.4,0.293,701552
732,Tyler Samaniego,PIT,RP,L,20.5,0.0,0.0,69.2,20.5,1.0,1.0,0,2,4.39,4.90,1.51,17.2,9.9,21.0,1.0,10.0,10.8,2,46.0,32.5,21.5,0.313,701719
733,Danny Watson,NYY,RP,R,20.5,0.0,0.0,82.0,20.5,1.0,1.0,0,2,4.90,5.25,1.50,18.8,10.0,20.8,1.3,11.1,11.9,3,39.2,39.4,21.4,0.297,702130
734,Wes Parsons,TOR,RP,R,20.3,0.0,0.0,86.3,20.3,1.0,1.0,0,2,3.88,4.03,1.31,21.0,7.7,18.8,0.9,8.9,9.6,3,43.5,36.5,20.0,0.295,641149
735,Allan Winans,ATL,RP,R,20.3,0.0,0.0,84.8,20.3,1.1,0.9,0,2,3.80,4.01,1.26,18.5,4.8,20.8,1.0,8.5,9.2,2,47.8,31.9,20.3,0.313,642216
736,Devin Sweet,DET,RP,R,15.5,0.0,0.0,87.5,20.2,0.9,1.1,0,2,4.67,4.76,1.37,17.1,7.6,20.0,1.0,10.6,11.3,3,37.4,42.4,20.2,0.287,682967
737,Mike Mayers,FA,RP,R,14.2,1.2,0.4,61.0,20.1,1.0,1.1,0,1,4.88,5.05,1.42,15.6,7.2,21.3,0.8,10.9,11.6,3,39.4,40.5,20.1,0.295,15451
738,Michael McGreevy,STL,SP,R,4.0,4.0,1.7,85.6,20.0,1.2,1.1,0,0,4.51,4.75,1.42,12.2,5.4,23.1,0.7,10.2,11.1,3,51.4,27.1,21.5,0.314,700241
739,Gordon Graceffo,STL,SP,R,4.0,4.0,1.6,86.6,20.0,1.2,1.1,0,0,4.79,5.14,1.46,14.4,7.3,21.9,0.8,10.8,11.6,3,44.4,34.3,21.3,0.307,700669
740,Jose Quijada,LAA,RP,L,22.1,0.0,0.0,85.3,19.9,1.0,0.9,0,7,4.10,4.27,1.33,22.7,9.5,17.0,0.9,8.9,9.5,3,37.3,42.7,20.0,0.283,650671
741,Penn Murfee,ATL,RP,R,22.1,0.0,0.0,85.6,19.9,1.0,0.9,0,2,4.51,4.43,1.34,19.1,7.5,19.1,1.0,9.9,10.6,3,39.4,39.9,20.8,0.286,682171
742,Matt Carasiti,COL,RP,R,18.0,0.0,0.0,79.2,19.8,0.9,1.0,0,5,5.00,5.38,1.52,15.2,8.5,21.6,0.9,9.6,10.4,3,47.3,32.6,20.1,0.325,13276
743,Ben Heller,PIT,RP,R,19.8,0.0,0.0,84.2,19.8,1.0,1.0,0,6,4.33,4.43,1.38,17.7,8.2,19.0,1.3,9.5,10.3,2,44.1,35.9,20.0,0.297,15100
744,Sean Reynolds,SD,RP,R,19.8,0.0,0.0,89.1,19.8,0.9,1.1,0,2,4.97,5.42,1.61,16.8,11.0,20.8,1.0,11.2,12.0,3,41.2,37.4,21.5,0.304,669308
745,Chris Rodriguez,ARI,RP,R,19.8,0.0,0.0,59.7,19.8,1.0,1.0,0,2,4.20,4.42,1.42,18.5,8.9,19.3,0.9,9.3,10.1,2,45.6,34.3,20.2,0.308,669735
746,Juan Mejia,COL,RP,R,19.8,0.0,0.0,85.8,19.8,0.9,1.0,0,2,5.38,5.98,1.60,16.2,10.3,21.5,1.4,10.4,11.1,3,43.8,34.8,21.4,0.329,675848
747,Ricky Vanasco,LAD,RP,R,19.8,0.0,0.0,85.8,19.8,1.0,0.9,0,2,4.28,4.55,1.43,19.2,8.7,19.6,0.9,9.6,10.3,3,43.5,35.3,21.3,0.304,676568
748,Randy Rodriguez,SF,RP,R,19.8,0.0,0.0,88.6,19.8,0.9,1.0,0,2,4.65,5.06,1.54,19.1,11.1,19.3,1.1,10.5,11.2,3,39.7,38.9,21.4,0.304,678495
749,Ethan Roberts,CHC,RP,R,19.8,0.0,0.0,84.9,19.8,1.0,1.0,0,4,4.21,4.37,1.36,19.7,8.5,18.5,1.0,9.3,10.0,3,41.5,38.7,19.8,0.297,681799
750,Alek Jacob,SD,RP,R,19.8,0.0,0.0,85.5,19.8,0.9,1.0,0,2,4.25,4.51,1.39,17.3,7.3,20.2,1.0,9.6,10.4,3,44.4,34.4,21.2,0.301,689690
751,Will Klein,KC,RP,R,19.8,0.0,0.0,87.7,19.8,0.9,1.0,0,2,4.55,5.06,1.55,18.4,11.2,19.4,0.9,9.8,10.6,2,45.5,33.0,21.5,0.319,694361
752,Erasmo Ramirez,TB,RP,R,13.1,0.0,0.0,84.1,19.7,0.9,1.0,0,1,4.50,4.59,1.35,15.3,5.4,21.3,0.9,10.0,10.7,3,42.9,36.9,20.2,0.301,10314
753,Adrian Sampson,TEX,SP,R,14.5,1.3,0.5,80.3,19.7,2.4,3.8,0,0,5.09,5.75,1.52,13.6,5.8,24.2,1.0,10.7,11.4,4,39.7,40.0,20.3,0.297,13339
754,Tyler Beede,CLE,RP,R,14.5,1.3,0.5,84.5,19.7,0.9,1.2,0,3,5.03,5.46,1.60,15.5,9.0,22.5,1.1,11.1,11.9,3,43.1,36.8,20.1,0.303,16981
755,Drew Anderson,DET,RP,R,14.5,1.3,0.5,83.6,19.7,0.9,1.1,0,1,4.84,5.13,1.45,16.0,7.3,21.2,0.8,10.7,11.4,3,36.9,42.7,20.3,0.289,623454
756,Logan Allen,ARI,RP,L,14.5,1.3,0.5,82.8,19.7,1.0,1.1,0,1,4.59,5.27,1.54,14.7,7.8,22.4,1.0,10.1,10.9,3,44.0,35.7,20.3,0.311,663531
757,Blayne Enlow,SF,SP,R,14.5,1.3,0.5,79.7,19.7,2.8,3.4,0,0,4.32,4.95,1.44,16.6,6.3,22.2,1.1,9.7,10.4,3,41.8,37.1,21.1,0.302,669416
758,Cory Abbott,SEA,SP,R,11.2,1.9,0.7,83.0,19.7,2.1,2.9,0,0,4.81,5.36,1.50,18.5,8.5,21.0,0.9,10.7,11.4,3,35.7,43.8,20.4,0.284,676265
759,Misael Tamarez,HOU,SP,R,14.5,1.3,0.5,81.6,19.7,2.7,3.5,0,0,4.66,5.49,1.56,17.7,8.7,22.1,0.7,10.2,10.9,3,39.3,39.5,21.2,0.299,685377
760,Jonathan Cannon,CHW,SP,R,14.5,1.3,0.5,82.7,19.7,0.9,1.1,0,1,4.48,5.02,1.50,14.3,6.9,22.7,0.7,9.8,10.6,3,49.0,29.8,21.3,0.308,686563
761,Carson Whisenhunt,SF,SP,L,14.5,1.3,0.6,81.0,19.7,3.1,3.1,0,0,3.98,4.65,1.44,19.2,7.8,20.6,0.8,8.9,9.6,2,41.7,37.2,21.1,0.302,687931
762,Austin Pruitt,TEX,RP,R,16.2,0.0,0.0,83.4,19.4,0.9,1.0,0,3,4.85,4.86,1.34,14.7,5.4,20.7,0.8,10.0,10.7,3,40.0,39.9,20.1,0.286,643493
763,Andrew Vasquez,DET,RP,L,17.4,0.0,0.0,83.1,19.1,0.9,1.0,0,2,4.15,4.44,1.39,17.3,7.9,18.7,1.5,8.9,9.6,2,46.0,33.2,20.8,0.304,607755
764,Yoendrys Gomez,NYY,RP,R,19.0,0.0,0.0,81.4,19.0,1.0,0.9,0,2,4.34,4.48,1.34,19.3,7.8,17.6,0.8,9.1,9.8,3,37.7,42.3,20.0,0.284,672782
765,Michael Plassmeyer,PIT,RP,L,19.0,0.0,0.0,76.0,19.0,3.5,4.4,0,0,4.31,5.37,1.45,15.1,5.3,22.2,1.1,9.1,9.7,3,36.5,43.0,20.5,0.292,674681
766,Jacob deGrom,TEX,SP,R,3.7,3.7,2.1,74.7,18.9,1.2,0.7,0,0,2.82,2.49,0.93,26.5,4.1,13.5,0.6,5.7,6.2,2,38.9,42.0,19.1,0.272,10954
767,Kyle Crick,NYM,RP,R,18.9,0.0,0.0,75.6,18.9,0.9,1.0,0,6,4.58,4.68,1.47,18.5,9.5,18.3,1.0,9.9,10.6,3,41.0,38.5,20.6,0.294,13182
768,Ryder Ryan,PIT,RP,R,18.9,0.0,0.0,75.6,18.9,0.9,0.9,0,2,4.35,4.54,1.43,15.7,8.0,19.1,1.0,9.1,9.9,2,47.9,31.9,20.2,0.306,656924
769,Kevin Kopps,SD,RP,R,18.9,0.0,0.0,83.2,18.9,0.9,1.0,0,2,4.34,4.78,1.53,16.0,9.0,19.8,1.0,9.4,10.2,2,49.6,29.0,21.4,0.315,667434
770,Randy Dobnak,MIN,RP,R,18.9,0.0,0.0,58.7,18.9,0.9,0.9,0,2,4.07,4.27,1.38,14.8,6.2,19.9,0.8,8.8,9.6,2,50.3,29.3,20.4,0.309,677976
771,Ty Adcock,SEA,RP,R,17.2,0.0,0.0,81.1,18.9,0.9,0.9,0,2,4.13,3.99,1.25,19.2,6.5,17.2,0.8,8.8,9.5,3,39.9,40.5,19.6,0.276,686654
772,Chris Wright,SF,RP,L,18.9,0.0,0.0,83.7,18.9,0.9,1.0,0,2,4.49,4.93,1.52,19.3,10.9,17.8,0.9,9.7,10.4,2,37.5,41.0,21.4,0.299,686819
773,Austin Pope,ARI,RP,R,18.9,0.0,0.0,82.3,18.9,0.9,0.9,0,2,4.43,4.81,1.44,16.3,7.7,19.6,0.9,9.4,10.1,2,43.3,35.4,21.2,0.314,687166
774,Trevor Brigden,TB,RP,R,18.9,0.0,0.0,81.5,18.9,0.9,1.0,0,2,4.45,4.65,1.34,18.6,7.3,18.0,0.8,9.5,10.1,3,35.1,43.8,21.1,0.285,688953
775,Bradley Hanner,CLE,RP,R,18.9,0.0,0.0,85.1,18.9,0.8,1.0,0,2,4.87,5.34,1.57,15.9,9.5,20.1,1.3,10.3,11.1,3,44.1,34.5,21.4,0.311,690440
776,T.J. Brock,TOR,RP,R,18.9,0.0,0.0,80.3,18.9,0.9,0.9,0,2,4.07,4.32,1.37,19.7,8.3,17.7,1.0,8.7,9.4,2,42.7,36.1,21.2,0.299,697813
777,Eric Torres,LAA,RP,L,18.9,0.0,0.0,75.6,18.9,0.9,1.0,0,2,5.10,5.59,1.61,18.7,12.0,18.4,1.5,10.5,11.1,3,37.3,41.1,21.6,0.300,701539
778,Luis Cessa,KC,SP,R,14.5,1.3,0.4,78.6,18.7,0.8,1.1,0,1,4.84,5.30,1.52,12.5,6.4,22.1,0.7,9.8,10.6,2,45.3,34.3,20.3,0.316,13345
779,Michael Fulmer,BOS,RP,R,18.6,0.0,0.0,77.1,18.6,0.9,0.9,0,5,4.38,4.52,1.34,18.7,7.7,17.3,0.9,8.4,9.1,2,39.5,40.7,19.8,0.298,13218
780,Reed Garrett,NYM,RP,R,18.6,0.0,0.0,80.2,18.6,0.9,0.9,0,2,4.26,4.41,1.40,17.3,7.6,18.4,0.7,9.0,9.8,2,43.4,36.8,19.8,0.296,657585
781,Jake Woodford,CHW,RP,R,15.5,0.0,0.0,79.1,18.6,0.8,1.0,0,2,4.46,4.68,1.41,14.7,6.4,19.8,0.9,9.2,9.9,3,46.1,33.7,20.2,0.302,663765
782,Anthony Kay,FA,RP,L,20.5,0.0,0.0,74.0,18.5,0.9,1.0,0,2,4.10,4.44,1.40,18.5,8.8,17.0,1.0,8.4,9.1,2,42.8,37.1,20.1,0.298,641743
783,Sean Burke,CHW,RP,R,13.0,1.2,0.5,71.2,17.8,2.4,3.2,0,0,4.60,5.32,1.54,15.6,7.6,19.8,0.8,9.1,9.7,3,41.2,37.6,21.2,0.296,680732
784,Christian Roa,CIN,RP,R,17.8,0.0,0.0,77.9,17.8,0.9,0.9,0,2,4.64,5.01,1.47,19.3,9.4,16.7,0.9,8.6,9.2,3,38.9,39.8,21.3,0.301,685005
785,Nicholas Padilla,CHW,RP,R,16.1,0.0,0.0,70.8,17.7,0.8,1.0,0,2,4.61,5.05,1.56,15.7,9.7,17.9,1.0,9.0,9.8,2,46.9,32.8,20.3,0.306,656820
786,Austin Warren,SF,RP,R,22.1,0.0,0.0,77.0,17.7,0.8,0.9,0,2,4.43,4.57,1.43,14.8,7.1,18.2,0.9,9.0,9.7,2,44.3,35.5,20.1,0.303,681810
787,Wil Crowe,FA,RP,R,15.5,0.0,0.0,68.4,17.1,0.8,0.9,0,2,4.52,4.72,1.43,15.5,7.5,17.0,0.8,8.6,9.2,2,43.1,36.7,20.2,0.299,640444
788,Jhonathan Diaz,SEA,RP,L,15.5,0.0,0.0,74.1,17.1,0.8,0.9,0,2,4.30,4.76,1.45,14.0,6.6,18.1,1.1,8.3,9.0,2,47.0,32.1,20.8,0.308,646242
789,Drew Carlton,SD,RP,R,15.5,0.0,0.0,68.4,17.1,0.8,0.9,0,2,4.26,4.41,1.30,14.8,5.3,17.0,0.7,8.3,8.9,3,39.5,40.3,20.3,0.287,656290
790,Tommy Doyle,ATL,RP,R,15.5,0.0,0.0,68.4,17.1,0.9,0.8,0,2,4.56,4.56,1.42,15.7,7.4,17.0,0.7,8.6,9.2,2,43.6,36.3,20.2,0.299,656382
791,Nick Hernandez,SD,RP,R,15.5,0.0,0.0,68.4,17.1,0.8,0.9,0,2,4.48,4.88,1.40,16.5,7.7,16.2,0.8,8.8,9.3,3,34.4,44.8,20.7,0.284,663321
792,Easton Lucas,OAK,RP,L,15.5,0.0,0.0,68.4,17.1,0.8,0.9,0,2,4.32,4.68,1.43,14.5,7.4,16.9,0.7,8.5,9.1,2,41.0,38.7,20.2,0.293,687922
793,Jose Marte,LAA,RP,R,18.9,0.0,0.0,68.0,17.0,0.8,0.9,0,3,4.77,5.06,1.56,16.2,9.9,16.6,0.9,8.8,9.5,2,44.1,35.6,20.3,0.304,665896
794,Zak Kent,TEX,RP,R,17.0,0.0,0.0,70.8,17.0,0.9,0.8,0,2,4.17,4.48,1.33,15.6,5.5,17.2,0.7,7.6,8.2,2,44.7,34.3,21.1,0.306,687849
795,Adam Kloffenstein,STL,RP,R,16.8,0.0,0.0,72.2,16.8,0.8,0.8,0,2,4.17,4.52,1.40,14.6,6.5,16.9,1.0,7.9,8.6,2,46.9,31.9,21.2,0.309,680572
796,Carson Seymour,SF,RP,R,16.8,0.0,0.0,67.2,16.8,3.5,3.5,0,0,3.84,4.62,1.46,14.1,5.1,19.4,0.7,7.4,8.0,2,49.0,29.9,21.1,0.314,693313
797,Karl Kauffmann,COL,RP,R,9.9,0.6,0.2,50.8,16.5,0.8,0.9,0,1,5.52,5.95,1.59,10.0,6.5,19.8,0.8,8.9,9.6,2,47.5,31.8,20.7,0.329,666154
798,Carlos Espinosa,LAA,SP,R,2.9,2.9,1.0,61.5,16.5,0.9,1.1,0,0,6.32,6.58,1.78,10.1,9.6,19.9,0.8,11.3,12.0,3,41.8,37.1,21.1,0.309,800514
799,James Kaprielian,FA,SP,R,3.1,3.1,1.2,68.6,16.4,0.9,1.0,0,0,5.27,5.33,1.46,13.2,6.6,17.4,0.8,9.6,10.2,3,35.6,44.1,20.4,0.292,621076
800,Cole Sulser,NYM,RP,R,12.6,0.0,0.0,65.6,16.4,0.8,0.8,0,1,4.26,4.48,1.38,16.1,6.7,15.9,0.6,8.0,8.6,2,38.8,40.9,20.2,0.291,642121
801,Tim Cate,WSH,RP,L,16.2,0.0,0.0,70.2,16.2,0.7,0.9,0,2,4.59,5.06,1.50,12.2,6.8,17.5,0.7,8.2,8.8,2,45.3,33.3,21.3,0.312,669420
802,Cam Sanders,CHC,RP,R,16.2,0.0,0.0,72.1,16.2,0.8,0.8,0,2,4.59,5.12,1.55,16.0,9.4,15.8,1.1,8.3,8.9,2,42.3,36.3,21.5,0.310,676742
803,Dugan Darnell,COL,RP,R,16.2,0.0,0.0,64.8,16.2,0.8,0.8,0,2,5.22,5.70,1.52,13.4,7.3,17.4,0.7,8.2,8.8,3,40.7,37.9,21.3,0.322,699911
804,Matt Canterino,MIN,SP,R,3.2,3.2,1.3,69.3,16.0,0.9,1.0,0,0,4.55,4.65,1.38,15.4,6.4,15.7,0.6,8.4,8.9,2,37.7,41.3,21.0,0.295,683764
805,Blake Walston,ARI,SP,L,3.2,3.2,1.2,71.0,16.0,0.9,1.0,0,0,5.23,5.81,1.59,10.9,7.3,18.2,0.7,9.4,10.0,2,40.5,38.2,21.3,0.313,686796
806,Brady Basso,OAK,RP,L,15.8,0.0,0.0,63.2,15.8,3.1,3.4,0,0,3.97,4.91,1.49,13.1,5.5,18.1,0.6,7.2,7.8,2,44.5,34.3,21.2,0.302,669620
807,Chih-Jung Liu,BOS,RP,R,15.8,0.0,0.0,63.2,15.8,2.7,3.8,0,0,4.77,5.77,1.59,13.2,6.2,18.9,0.7,7.8,8.4,2,41.1,37.7,21.2,0.309,692617
808,Travis Kuhn,SEA,RP,R,15.6,0.0,0.0,62.4,15.6,0.7,0.8,0,2,4.72,5.07,1.50,13.3,7.0,16.4,0.9,8.3,8.9,2,43.5,35.1,21.4,0.302,674047
809,Liam Hendriks,BOS,RP,R,15.5,0.0,0.0,63.3,15.5,0.8,0.7,0,3,3.75,3.52,1.10,18.1,4.5,12.6,0.6,6.0,6.5,2,34.4,46.2,19.5,0.278,3548
810,Melvin Adon,BOS,RP,R,15.5,0.0,0.0,62.0,15.5,0.7,0.8,0,2,4.84,5.24,1.58,12.9,8.0,16.6,0.8,7.8,8.4,2,49.5,29.0,21.5,0.326,661536
811,Jose Espada,SD,RP,R,15.5,0.0,0.0,62.0,15.5,0.8,0.8,0,2,4.19,4.39,1.37,15.7,6.9,14.3,0.7,7.4,8.0,2,39.3,40.2,20.4,0.288,664744
812,Matthew Boyd,FA,SP,L,3.2,3.2,1.3,64.0,15.0,0.8,0.9,0,0,4.36,4.55,1.31,14.3,5.1,14.6,0.7,7.3,7.8,2,38.4,41.2,20.4,0.292,15440
813,Enmanuel De Jesus,FA,RP,L,9.9,0.0,0.0,59.6,14.9,0.7,0.7,0,1,4.47,4.95,1.45,12.1,6.2,15.4,0.9,7.4,8.0,2,42.5,37.3,20.2,0.302,646241
814,Logan Gragg,STL,RP,R,14.7,0.0,0.0,64.4,14.7,0.7,0.8,0,1,4.91,5.32,1.44,9.9,4.8,16.3,0.8,8.1,8.7,2,40.2,38.6,21.2,0.301,685401
815,Logan Gillaspie,SD,RP,R,18.0,0.0,0.0,62.4,14.4,0.7,0.7,0,5,4.45,4.64,1.40,12.3,5.4,14.7,0.6,7.3,7.9,2,40.6,39.6,19.8,0.294,670810
816,Thomas Hatch,FA,RP,R,13.0,0.0,0.0,51.9,14.3,0.7,0.7,0,4,4.14,4.36,1.33,12.8,4.6,14.4,0.8,6.6,7.1,2,44.0,36.1,19.9,0.305,641672
817,Michael Mercado,PHI,SP,R,3.9,2.6,1.0,57.6,14.3,0.8,0.9,0,0,5.16,6.21,1.63,11.0,5.4,17.9,0.6,8.1,8.6,3,36.2,42.7,21.2,0.293,675650
818,Antoine Kelly,TEX,SP,L,3.9,2.6,1.0,57.7,14.3,0.8,0.8,0,0,4.95,6.15,1.72,11.0,7.0,17.6,0.8,7.5,8.1,2,44.9,34.0,21.1,0.310,681520
819,Victor Mederos,LAA,SP,R,3.9,2.6,1.0,57.6,14.3,0.8,0.9,0,0,4.88,5.71,1.62,10.9,5.7,17.5,0.7,7.6,8.2,2,44.6,35.3,20.0,0.303,682989
820,Hobie Harris,MIN,RP,R,11.8,0.0,0.0,56.8,14.2,0.6,0.8,0,1,4.94,5.14,1.54,10.8,6.8,15.0,0.6,8.0,8.6,2,41.4,38.3,20.2,0.298,665048
821,Daniel Norris,FA,RP,L,9.3,0.0,0.0,56.0,14.0,0.7,0.7,0,1,4.57,4.74,1.42,11.7,5.8,14.1,0.7,7.1,7.6,2,43.9,35.4,20.7,0.294,13475
822,Drey Jameson,ARI,RP,R,9.3,0.0,0.0,53.4,14.0,0.7,0.6,0,1,3.67,3.87,1.26,13.7,4.5,13.1,0.6,5.7,6.2,1,46.0,34.4,19.5,0.304,686753
823,Jeff Lindgren,MIA,RP,R,9.3,0.0,0.0,56.0,14.0,0.6,0.8,0,1,5.28,5.45,1.48,9.3,5.1,15.5,0.7,8.2,8.7,2,39.6,39.8,20.6,0.297,689167
824,Josh Walker,NYM,RP,L,19.8,0.0,0.0,59.1,13.9,0.7,0.7,0,2,3.86,4.03,1.29,14.3,5.0,12.9,0.5,6.1,6.6,2,40.1,40.1,19.9,0.287,677020
825,Cam Vieaux,FA,RP,L,13.6,0.0,0.0,54.4,13.6,0.6,0.7,0,3,4.49,4.94,1.44,11.5,5.7,13.9,0.7,6.8,7.3,2,40.7,38.9,20.3,0.301,664944
826,Logan Sawyer,STL,RP,R,13.1,0.0,0.0,57.1,13.1,0.6,0.7,0,1,4.61,4.91,1.46,10.7,5.5,13.6,0.6,6.8,7.3,2,43.1,35.6,21.3,0.305,657752
827,Austin Schulfer,MIN,RP,R,13.1,0.0,0.0,52.4,13.1,0.6,0.7,0,1,4.40,4.75,1.47,10.4,5.3,14.0,0.7,6.6,7.2,2,47.0,31.7,21.3,0.313,662165
828,Randy Labaut,CLE,RP,L,13.1,0.0,0.0,56.8,13.1,0.6,0.7,0,1,4.89,5.53,1.57,11.0,6.8,13.8,0.5,7.2,7.7,2,38.3,40.3,21.5,0.302,665178
829,Morgan McSweeney,BAL,RP,R,13.1,0.0,0.0,52.4,13.1,0.6,0.7,0,1,4.86,5.39,1.56,10.6,6.6,13.9,0.6,7.1,7.6,2,42.5,36.1,21.5,0.306,669682
830,Holden Powell,WSH,RP,R,13.1,0.0,0.0,52.4,13.1,0.6,0.7,0,1,5.16,5.44,1.60,10.5,6.9,14.0,0.6,7.4,7.9,2,42.9,35.6,21.5,0.310,676026
831,Zach McCambley,MIA,RP,R,13.1,0.0,0.0,54.1,13.1,0.6,0.7,0,1,4.71,4.97,1.46,11.1,5.6,13.5,0.8,6.8,7.3,2,43.2,35.5,21.3,0.309,685112
832,Nick Avila,SF,RP,R,13.1,0.0,0.0,46.6,13.1,0.6,0.7,0,1,4.60,4.89,1.47,10.5,5.2,14.0,0.5,6.9,7.4,2,43.3,35.4,21.3,0.309,687014
833,Nick Dombkowski,PIT,RP,L,13.1,0.0,0.0,31.7,13.1,0.6,0.7,0,1,4.90,5.24,1.43,9.4,4.8,14.0,0.5,7.1,7.6,2,37.2,41.4,21.4,0.295,694298
834,Connor Cooke,TOR,RP,R,13.1,0.0,0.0,55.0,13.1,0.7,0.6,0,1,4.10,4.26,1.32,13.8,5.2,12.1,0.6,6.1,6.5,2,38.4,40.5,21.1,0.290,701566
835,Chad Smith,NYM,RP,R,9.3,0.0,0.0,52.0,13.0,0.6,0.6,0,1,4.14,4.34,1.46,12.6,6.4,12.6,0.6,6.1,6.7,1,48.6,31.4,20.0,0.303,663385
836,Ian Anderson,ATL,SP,R,2.6,2.6,1.1,56.5,13.0,0.9,0.6,0,0,4.55,4.59,1.43,11.7,5.4,13.2,0.4,6.5,7.0,2,45.3,34.6,20.1,0.305,666120
837,Sam Long,KC,RP,L,11.8,0.0,0.0,56.7,13.0,0.6,0.7,0,2,4.62,4.88,1.42,10.7,5.5,13.0,0.5,6.5,7.0,2,38.7,41.4,19.9,0.298,669674
838,Jake Eder,CHW,SP,L,2.6,2.6,1.0,57.7,13.0,0.6,0.9,0,0,4.85,5.27,1.52,10.9,6.1,13.6,0.8,7.0,7.5,2,42.3,36.6,21.1,0.300,671109
839,Cristian Mena,ARI,SP,R,2.6,2.6,1.0,57.0,13.0,0.7,0.8,0,0,4.94,5.27,1.51,10.6,5.7,13.9,0.5,7.2,7.7,2,41.6,37.2,21.2,0.312,691441
